qid,questions,intention,answer
477,商米M1插入流量卡无法联网,question,"请按以下办法排查：
1. 请确认使用兼容的SIM卡(V1支持中国联通3G以及中国移动2G)，并确认SIM卡能被正常识别（有网络信号），没有存在欠费的问题。
2. 在开机状态，从屏幕顶部下滑，在快捷开关中点选(运营商名称)将""移动数据网络""开关开启。
3. 在屏幕上方出现3G信号图示但是不能联网，请开机后进入 设置->更多->移动网络->接入点名称(APN)；如果此页面显示空白，将无法正常连接网络。
点击右上角(+)号根据流量卡提供商提供的数据设置分别输入APN名称、接入点名称、MCC、MNC等选项，保存后勾选设置，稍等片刻再试试。
一般联通卡的接入点名称是【3gnet】，移动卡的接入点名称是【cmnet】；联通物联卡可在APN输入：【UNIM2M.NJM2MAPN】或 【UNIM2M.GZM2MAPN】，MCC改为【460】，MNC改为【06】；其他物联卡可根据服务商要求填写。"
478,商米M1连接WLAN时提示网络连接失败；WiFi上网慢，网络不稳定，一会儿有网一会儿断,question,"1.尝试切换其他无线网络或移动网络测试，检查是否网络异常。
2.点击  设置-硬件管家-测试网络的信号强度及网络稳定性、如果网络存在连接不稳定或信号弱，则需要检查路由器或者联系当地运营商核实网络状况。
3.如果连接其他网络可以连接但是不能上网，可以尝试重新启动机具，试试是否恢复正常。"
479,商米M1APP使用时显示网络连接失败,question,"请用以下方法排查原因：
测试其他应用联网是否正常，如果其他应用能够联网，那么属于该应用的问题；
如果其他应用也不能联网，请尝试切换其他无线网络或移动网络测试，检查是否网络异常。点击  设置-硬件管家-测试网络的信号强度及网络稳定性、如果网络存在连接不稳定或信号弱，则需要检查路由器或者联系当地运营商核实网络状况。"
480,商米M1系统更新后开机显示“未知错误，请重启”，怎么办,question,请按照屏幕提示重启机器是否恢复正常，如果不行则需要送售后刷机处理。
481,商米K1机器怎么关机？,question,使用状态下，请长按电源键2-3秒，按屏幕提示选择关机或重启
482,商米K1机器怎么重启？,question,使用状态下，请长按电源键2-3秒，按屏幕提示选择关机或重启
483,商米K1屏幕按什么都不动了，一直卡死机状态,question,请您长按电源键11秒以上，设备会自动断电关机。
484,商米K1我怎么插USB,question,主板上保护罩：用钥匙打开面板后可见，打开保护罩可露出主板上外部接口，如USB口、HDMI口、音频口、TF卡槽、网线口等。
485,商米K1整机电源开关,question,连接整机电源接口通电后，整机电源开关控制主板及各个设备的供电。
486,商米K1开机设置说明,question,"初次开启自助设备，完成初次设置只需简单几步：
·连接电源线，短按电源键开机启动，进入首次开机界面，点击【开始设置】按提示操作即可。本机可选择2种上网模式。
连接WLAN
·点击要连接的WLAN，若选择一个加密的网络，则需要输入访问密码方可连接。
通过LAN连网
·插入网线连接网络，T2 网线接口位于底座背面塑料壳内，从底下缺口轻轻打开。"
487,商米K1如何下载／使用应用,question,请在联网模式下，打开应用市场，浏览并下载应用即可完成安装。
488,商米K1什么是霸屏模式,question,霸屏模式是针对自助模式或业务独占设备的场景打造的系统级功能，如果合作伙伴在商米合作伙伴平台将渠道出货的设备设置霸屏应用启动后，将不允许最终用户从当前界面中退出。
489,商米K1霸屏应用出现问题无法响应怎么办（划屏无反应，屏幕无响应）,question,当您所使用的收银机运行霸屏应用出现问题无法响应时，可以长按电源键5秒，并在弹出界面的右上角选择“退出霸屏”，输入密码来解锁霸屏返回桌面。
490,商米K1霸屏模式的密码怎么解锁,question,注意：默认的霸屏解锁密码（4位数字）为【1234】，合作伙伴可以在商米合作伙伴平台的霸屏模式中修改解锁密码。
491,商米K1怎么截屏,question,点击首页底部右小角的截屏按键即可截屏。截取的图片可以在“图库”->“屏幕截图”中查看。
492,商米K1截图照片的存储路径,question,\内部存储\ Screenshot
493,商米K1如何查看无线网卡MAC地址,question,点击 设置-> WLAN ，点击右上角齿轮图标，即可显示无线网卡MAC地址。
494,商米K1如何查看有线网卡MAC地址,question,点击 设置->有线网，即可显示有线网卡MAC地址。
495,商米K1有线网连接后，如何设置固定IP联网?,question,连接网线后，点击 设置->有线网->静态->输入静态IP设置。注意：静态的IP地址、网络前缀长度、DNS和网关的数据需要咨询您店铺的网络管理员获取。
496,商米K1WiFi连接后，如何设置固定IP联网?,question,"成功连接WiFi后，点击 设置->WLAN，长按已连接的WiFi名称，在弹出菜单中选择“修改网络”，点击“高级选项”右侧的下箭头，可进行静态IP设置。
注意：静态的IP地址、网络前缀长度、DNS和网关的数据需要咨询您店铺的网络管理员获取。
"
497,商米K1如何将机器升级到最新的系统版本,question,"1、在机器联网状态，点击 桌面的【系统更新】。
2、当检测到系统更新时将自动下载，点击安装，设备将会重启并执行系统升级。
3、系统升级完成后，再次打开【系统更新】查看当前系统是否已是最新版本。"
498,商米K1如何查看当前的系统版本？,question,系统版本：点击 设置->关于->版本号；
499,商米K1系统更新会自动下载吗？会不会影响到日常工作？,question,"为了不影响商户日常工作，系统更新不会自动下载更新和安装。您可以在设备首页的“系统更新”中升级更新设备系统。
合作伙伴还可以申请“升级审批”权限通过合作伙伴平台将所有已发布的系统升级，在内部进行测试后，再开放给渠道其他设备下载。"
500,商米K1如何恢复出厂设置,question,"点击 设置- >备份和重置->恢复出厂设置。
注意：恢复出厂设置将会清除机器所有数据，请谨慎操作。"
501,商米K1设置锁屏，但是忘记锁屏密码，怎么处理,question,合作伙伴可以通过商米合作伙伴平台通过远程方式清除锁屏密码；如果设备系统版本未支持或者无法联系到设备购买商，请联系售后刷机处理。
502,商米K1如何调整文字显示大小,question,在主画面点击“设置”->“显示”->“字体大小”，此处可缩小或放大屏幕上文字。
503,商米K1如何调整屏幕显示大小,question,在主画面点击“设置”->“显示”->“显示大小”，此处可缩小或放大屏幕上显示的内容，部分App的显示位置可能会有变动。
504,商米K1为什么文字变成加粗黑体显示,question,检查是否开启了“高对比度文字”显示，在桌面点击 设置 -> 无障碍 中可以选择启用或关闭。
505,商米K1如何调节音量大小,question,主屏幕最下方，第一个按钮是音量-，第四个按钮是音量+
506,商米K1自助收银机使用哪种规格的热敏纸,question,自助收银机使用80mm*80mm的热敏纸，纸卷直径最大支持80mm。
507,商米K1屏幕黑屏,question,请您打开主板保护罩，关闭电源开关，等待五分钟重启设备。
508,商米K1系统不断自动重启,question,此问题需要升级系统版本，关闭电源- >间隔5秒钟在开电源- >关闭WiFi- >连接有线网升级系统；
509,商米K1内置打印机是否支持打印热敏标签/不干胶标签,question,自助收银机内置的是热敏票据打印机，不支持打印不干胶标签，建议购买专用的标签打印机外接使用。
510,商米K1打印机不出纸,question,"请您按照以下方法操作：
1.设备重启->硬件管家打印小票->能打印则打印机无故障，请检查应用。
2.硬件管家不能打印小票->打印自检页是否正常->OK，检查连接线、卡扣及面板是否损坏；
3.如以上方法均无效，请联系人工客服报修"
511,商米K1打印机不切纸,question,1.重新上纸，双手同时按下纸仓盖两边关盖，检查是否切纸，如仍不切纸请联系人工客服报修
512,商米K1打印机纸仓盖关盖不切纸/上纸困难，上纸关纸盖红灯报警，打印机不工作,question,"1.检查卡扣及面板是否损坏，若损坏请联系人工客服报修
2.重新上纸，双手同时按下纸仓盖两边关盖，检查是否切纸，仍不切纸请联系人工客服报修"
513,商米K1打印机纸仓盖关不紧,question,请检查卡扣及面板是否损坏，若损坏请联系人工客服报修
514,商米K1打印机经常卡纸（堵在亚克力面板口）,question,"1.检查卡扣及面板是否损坏，若损坏换打印机；
2.重新上纸，双手同时按下纸仓盖两边关盖，检查是否切纸，仍不切纸请联系人工客服报修"
515,商米K1打印机走纸异常（打印字体压缩，走纸卡顿，只打印一小节纸就切纸）,question,此问题请您重新安装打印纸方可解决
516,商米K1打印模糊、机头烧变形、外观损坏,question,请联系人工客服报修
517,商米K1显示屏黑屏,question,"1.检查主板指示灯（蓝灯）是否亮起，若不亮，断电3分钟再开启电源开关（用户有时快速开关机造成主板偶尔启不来），若灯仍不亮，则需进行报修
2.若主板指示灯正常，关电源，间隔5秒钟在开电源，开机过程中，注意听系统启动声音，若听到系统“叮咚”声但显示屏依然黑屏，请检查主板上接线是否松动，如拔插还是无法解决，则需进行报修
3.若未听到系统“叮咚”声，则系统未启动，则需进行报修"
